country,winery,variety,points,price,description
Chile,Concha y Toro,Carmenre,86,17,"Prune, tobacco and wild berry aromas are jumbled together. This is big, grabby and a touch clumsy, with heavily oaked flavors of hickory and burnt corn running alongside mint and berry. A resiny, oaky finish tastes smothering."
Romania,Cramele Recas,Chardonnay,86,7,Jasmine and fresh-cut pineapple scents lead the way to tropical fruit flavors of guava and mango and a soft finish.
France,Marrenon,Ros,86,10,"This is a coppery-tinged, pale-flamingo pink blend of Grenache, Syrah and Merlot that's dry and taut. Crisp flavors of underripe stone fruit and melon provide ample summer refreshment. Drink now."
US,Murphy-Goode,Sauvignon Blanc,86,14,"This clean and relatively crisp wine has mild fruit-salad flavors and lively acidity. It's medium-bodied, not too assertive and should please a crowd."
US,Cycles Gladiator,Cabernet Sauvignon,86,11,"Red cherry, ripe cranberry, blackberry and a rocky minerality show on the nose of this once popular twist-top, bicycle-sporting wine that's back on the market. The palate is very fruit forward with very ripe blackberry and red cherry fruit, enough grip to catch attention and a cigar box complexity."
US,Easton,Barbera,86,25,"Earthy, leathery aromas and dense tobacco and cedar flavors make this wine a bit of a taste adventure. The mouthfeel is posh and finely tannic, and black cherry and dark chocolate notes kick in and last through the finish."
US,Lawer,Syrah,86,32,"Dark, black and leathery, this wine has an Old-World spirit and rusticity, a dearth of fruit under smooth, thick and dense tannins as well as oak."
US,Reustle,Merlot,86,31,"Don't look for much flesh hereit's a light, quaffable style with suggestions of hard cherry candy. Barrel aging adds highlights of ground coffee, with firm acidity carrying the finish."
Chile,Via Maipo,Chardonnay,86,11,"Apple and citrus aromas are neither well defined nor overly aromatic. Fresh and juicy on the palate, this offers citrus peel and green melon flavors. Mild and short on the finish."
US,Robert Hall,Chardonnay,86,18,"Sliced green pears, honeysuckle, jasmine, cut limes and a touch of apple-flavored bubblegum show on the nose of this bottling. The texture is nicely cut with steely grip, releasing flavors of sour apple, ripe nectarine and honeydew."
France,Domaine Fernand Engel,Pinot Noir,86,19,A closed nose gives little away of the conifer and pine notes that seem to spice this wine. It has aromas of oak and some cinnamon but fruit never makes it to the fore.
US,Contour,Pinot Noir,91,15,"This affordable wine is a testament to skilled sourcing and blending, using choice grapes from up and down the coast. Spicy cherry, forest and black tea aromas provide plenty varietal character, while medium-bodied weight and juiciness are lifted by bright acidity."
US,Dante Robere,Rhne-style Red Blend,91,38,"Smooth, polished and suave describes this tenor of a wine that ranges from high notes to dark plum and fig baritone flavors that resonate through the lingering finish. It's a deft blend of Syrah, Grenache and Mourvdre."
US,Davis Bynum,Pinot Noir,91,35,"This wine opens with the fresh liveliness of stemmy earth and black tea notes, growing funkier and more herbal on the midpalate. Brightly layered and deeply flavored, it's a full-bodied rendition that remains true to its variety."
US,The Four Graces,Pinot Gris,91,20,"Well differentiated from the winery's Pinot Blanc, this round and fleshy wine offers freshly cut pear fruit with a burst of orange juice and peel. It's bright, lively, spicy and a great all-purpose white wine when you need a break from Chardonnay."
US,Three,Zinfandel,91,22,"Opulent and ripe, this full-bodied wine has great fruit concentration, a rich texture supported by firm tannins and a lingering, plummy finish. Oak plays a minimal role through all its blackberry and black plum flavors, but spicy clove and cedar accents emerge and persist through the finish."
Italy,Rocca delle Mace,Red Blend,91,38,"Made of 95% Sangiovese and 5% Merlot, this elegant, structured wine opens with spicy red berry and underbrush notes with a hint of toast. The firm palate offers dried black cherry, clove and mocha flavors, framed by assertive but polished tannins. Drink 20182025."
Italy,Sangervasio,White Blend,91,60,"Made of 70% Trebbiano, 15% San Colombano and 15% Sangiovese, this savory dessert wine opens with fig, maple syrup and caramel aromas. The complex palate delivers chestnut honey, toasted almond and candied date flavors, while a hint of dried tangerine accents the lingering finish."
US,Freemark Abbey,Cabernet Sauvignon,91,70,"Herbal, dusty and oaky on the nose, this wine is sourced from such impressive vineyard sites as Bosche Vineyard and Wood Ranch, and employs small amounts of Merlot, Petit Verdot and Cabernet Franc. Black currant, dark cherry and clove flavors dominate in this classic, medium-bodied wine with firm tannin and bright acidity."
US,Gloria Ferrer,Pinot Noir,91,27,"This wine is lifted by vibrant acidity and shows bread-like aromas accented with wild strawberry, compost and forest floor flavors. Light-bodied and fresh on the palate, it's nicely crafted and table-ready."
Spain,Godelia,Menc_a,91,19,"Potent earthy cherry and animal aromas are neither too pushy nor overbearing. This is quite full and concentrated, with a ripe-fruit mix of black plum, blackberry and chocolate flavors. Chocolaty oak is even more out front on a deep finish. Drink through 2024."
Australia,Sidewood,Chardonnay,91,18,"this is a lovely effort and a great value from Sidewood in the Adelaide Hills. Grilled peaches provide the flesh, while a bright, citrusy note adds focus and length to this ripe, rich Chardonnay. Drink now2020."
US,Zenith,Pinot Noir,91,40,"Tight and precisely hewn, this is crystal clear and medium weight while pushing strawberry and cherry fruit into the core. Its 14 months in one-quarter new French oak added hints of vanilla custard."
Australia,Fox Creek,Red Blend,91,25,"One of the best sparkling reds I've had in a long while, the current-release Vixen is 77% Shiraz, 15% Cabernet Sauvignon and 8% Cabernet Franc. Black cherries, vanilla and mint mingle easily on the nose an palate, with is rich but rather dry. It's ready to drink now."
US,Belharra,Syrah,91,38,"Stewy and rustic when first tasted, this wine develops intrigue in the glass. A mixture of fresh compost and minty earth aromas underlie concentrated baked plum and clove flavors. Ripe and robust, it drinks fresh and fruity."
Spain,Bodegas Escudero,Tempranillo Blend,91,40,"Elegant spicy aromas of dried red fruits and plum are fresh and clean. A pure forward medium-bodied palate holds flavors of spiced cherry, plum and vanilla. Those flavors are repeated and unbroken on a clean lithe finish. Drink through 2022."
Australia,Kilikanoon,Shiraz,91,40,"Made in a savory, ageworthy style, the 2013 Covenant features aromas of tar, espresso and black olive. It adds intriguing red-berry notes on the full-bodied palate, along with dusty tannins that persist through the long finish. Drink 20182025."
Spain,Pecunia,Tempranillo Blend,91,48,"Earthy black-fruit aromas show a side note of rubber. This feels tight, deep and concentrated, with hard tannins. Blackberry, cassis, toast and dark-chocolate flavors finish firm and dry, with a chocolaty aftertaste. Drink this full bold true-to-form Ribera del Duero through 2025."
France,Chteau Clment-Pichon,Bordeaux-style Red Blend,91,30,"Under the same ownership as Chteau la Dominique in Saint-Emilion, this estate continues to make impressive wine. With its subtle tannins and ripe berry fruits, it is structured while never letting the tannins overwhelm the fruit. It is an impressive wine to age, so drink from 2021."
France,Chteau d'Agassac,Bordeaux-style Red Blend,91,35,"The moated fairy-tale castle of Agassac is a showpiece of the Mdoc. This wine is structured, juicy and firm. It has dense dry tannins at this stage although the weight of fruit shows it will develop richly. The wine, with its hints of a blackberry future, will be ready to drink from 2020."
France,Chteau du Parc,Bordeaux-style Red Blend,91,35,"This is a generous ripe wine. It is full of rich black fruits that are cut with acidity as well as fleshed out with firm tannins. Dense and still dry, this young wine needs to age further. Drink from 2021."
France,Chteau Duhart-Milon,Bordeaux-style Red Blend,91,,"A ripe rich style of wine, with swathes of black-currant fruits and cushioned tannins, this second wine of Duhart-Milon is full bodied and deliciously rich. The fruit carries the wine with its smooth tannins. Drink from 2022."
France,Chteau Hourtin-Ducasse,Bordeaux-style Red Blend,91,20,Low yields have produced a concentrated wine. The tannins are powerful and densea fine foil to the ripe juicy black-currant fruit. The impressive wine is going to take its time to be ready to drink with richness and tight structure. Drink from 2021.
France,Chteau Larose-Trintaudon,Bordeaux-style Red Blend,91,23,"One of the largest vineyards in the Mdoc and just outside Pauillac, this estate is also one of the most reliable. This vintage is finely structured with just the right amount of tannin to support the black and red-berry fruits. Fruity and juicy, it should be ready to drink from 2020."
Italy,Capezzana,Red Blend,91,55,"Made of 80% Sangiovese, 10% Canaiolo and 10% Cabernet Sauvignon, this polished red opens with black-skinned berry and leather aromas. The smooth, medium-bodied palate evokes dried black cherries, cinnamon and white pepper, while fine-grained tannins provide elegant support. Enjoy through 2021."
Italy,Carpineto,Sangiovese,91,60,"Fruity plum aromas mingle with dark spice, chopped herb and violet notes on the nose of this full-bodied red. On the palate, fleshy black cherry, clove and anise flavors are set against chewy tannins and fresh acidity. It's already approachable but will also offer years of enjoyment. Drink 20182023."
US,Freakshow,Cabernet Sauvignon,91,20,"Rich, ripe and oaky, this full-bodied wine has loads of sweet blackberry and black cherry flavors, with generous doses of oak spices like cinnamon, nutmeg, wood smoke and dark chocolate. It's bold but complex and will be a lot of fun to drink with red meat."
France,Chteau Peyrabon,Bordeaux-style Red Blend,91,17,"Owned by the Bernard family who also own one of the major Bordeaux negociants, Millsima, the wine is structured, deliciously fruity and with a series of smoky tannins that will allow it to age. It comes from a vineyard close to Pauillac and that shows in the dense Cabernet Sauvignon that gives the wine its weight. Drink from 2021."
France,Chteau Reverdi,Bordeaux-style Red Blend,91,29,"Owned by the Thomas family, this wine has an unusual blend of 50% Merlot and 35% Petit Verdot (with the rest Cabernet Sauvignon). It shows how Petit Verdot can now ripen easily in warm years. The dark color and dense tannins are a counterpoint to the juicy blackberry fruit. They will allow this wine to age well. Drink from 2021."
France,Chteau Snjac,Bordeaux-style Red Blend,91,13,"This is a structured wine that has both firm tannins and ripe black plum fruits. It is concentrated and serious, the wood aging and the fruit tannins giving a lift and richness to the spicy fruit. The estate, dating to the 17th century, has 96 acres. Drink from 2021."
France,Clment Klur,Pinot Noir,91,25,"Pure notes of black cherry rise from the glass. The palate comes in with equal purity and quite some concentration. There is a creamy richness countering that fresh crunchy cherry fruit which shimmers and shines. This is medium bodied, bone dry but juicy and wonderfully aromatic, even elegant."
France,Vignerons de Buzet,Bordeaux-style White Blend,85,12,"This fruity, aromatic wine is fresh and crisp. It has a strongly herbaceous, citrus character and an intensely perfumed backdrop. Drink now."
US,Winter's Hill,Ros,85,19,"Lightly fruity, this all-Pinot Noir ros just hints at strawberry, but seems overloaded with flavors and scents of pastry crust and vanilla cookie."
US,Archer,Pinot Gris,85,17,"Grassy and herbal, this might easily be mistaken for Sauvignon Blanc. There's plenty of acid evident, with lemony fruit that finishes short and tart."
France,Domaine Damiens,Red Blend,85,18,"This is a stalky wine. Even though it is full in the mouth, it still has a tight, green character typical of unripe Tannat. The blend is 80% Tannat, 10% Cabernet Franc and 10% Cabernet Sauvignon. Tannins and bell pepper flavors go with the firm structure and the acidity at the end. Drink from 2017."
France,Domaine de Ballade,White Blend,85,11,"This green, intensely herbaceous wine comes from Sauvignon Blanc and Colombard vines growing on sandy soil. It is full of lemon and grapefruit flavors that give the wine a tight, almost steely texture. It should be drunk from the end of 2015."
France,Domaine de Millet,Ros,85,10,"This ripe while crisp wine has juicy red fruits and lively acidity. It is softly textured, smooth and with a full, aromatic aftertaste."
US,Donati,Merlot,85,25,"Coming from a San Benito County appellation created in 2008, this wine shows dried blueberry, blackberry, leather and earthy black loam on the nose. Blueberry comes through on the palate, boosted by pepper, tobacco and a bit of espresso."
US,Fetzer,Sauvignon Blanc,85,10,"Subtle, fresh, green aromas like celery and cut grass are followed by light cucumber flavors, a soft texture and short finish. It's a delicate wine at a good price."
Chile,Sierra Batuco,Red Blend,85,12,"Peppery, herbal aromas are gritty and a touch green on the nose. This Syrah-led blend is lean in body and relatively high in acid, with a scratchy palate. Quickly fleeting flavors of raspberry and currant are mildly complex, while the finish is light and fresh."
Spain,Seorio de Valdiestro,Tempranillo Blend,84,16,"Loamy, ripe aromas of raisin and prune are neither exact nor direct. This has a heavy, tannic mouthfeel with balance issues. Rubbery plum and prune flavors finish with a soft, spread-out feel."
Spain,Valderiz,Tempranillo Blend,84,13,"Saline and grapy aromas comprise the nose on this basic red. Hard tannins create pinch and a rubbery feel, while the flavor profile includes solid but minimally expressive black currant and dark plum. This is perfectly drinkable but hollow."
US,Vino Vargas,Cabernet Sauvignon,84,24,"With light plum and strawberry aromas and almost sweet strawberry and marshmallow flavors, this medium-bodied red may be best with semisweet food like ribs in barbecue sauce or pulled pork. The balance and texture are on the soft side."
US,Fossil Point,Chardonnay,84,15,"Drunken peach, green apple, gray slate and rounded butter notes hit the nose. There is a baking soda minerality on the palate, some sea salt and a tongue-tingling acidity."
France,Domaine de Ballade,Ros,84,11,"Made from 100% Cabernet Sauvignon, this is a full-bodied wine. It has a light tannic character over intense acidity. A caramel underlay cuts down on the freshness and adds some richness. Drink now."
France,Domaine du Rey,Colombard-Sauvignon Blanc,84,12,"Fresh and fruity, this is perfumed, herbaceous and crisp. A strong citrus character is balanced by hints of peach and pineapple. The wine is ready to drink."
Chile,La Playa,Sauvignon Blanc,84,12,"This chunky, full-volume wine straddles the line between soft tropical tones and a cool, crisp character. Hard-pounding orange and grapefruit flavors finish monotone and citric. This is vital but lacks sophistication."
Chile,La Playa,Viognier-Chardonnay,84,10,"Melon, banana and bath oil aromas announce a layered, citrusy palate, with simple flavors of orange and white pepper. The finish is citric in flavor but not overly sharp in feel."
Spain,Marqus de Riscal,Sauvignon Blanc,84,13,"Pungent, feline aromas of green citrus and passion fruit filter into a citric, pulpy palate. Flavors of mixed citrus fruits, green herbs, onion and passion fruit finish heavy, with a lingering note of pickle brine."
France,Domaine Roumagnac,Ros,84,11,"With a light caramel taste, this is a fat while still fruity wine. Salmon pink in color, it has acidity that fits behind the ripe red plum flavors. It should be drunk now."
US,Gnarly Head,Pinot Noir,84,12,"This is relatively light, with straightforward fruit aromas, flavors of pomegranate and strawberry, and a smooth, soft texture."
US,Griffin Creek,Cabernet Franc,84,40,"Tasted multiple times over a 24 hour period, this remained tart and thin. The strawberry fruit had a powdery quality, and the accents of pepper and dried herb dominated. The wine seems to be quickly drying out."
US,Summers,Cabernet Sauvignon,84,65,"Muted and diluted, this wine is missing structure and fruit, leaving dullness to the palate. Black currant and blackberry do their best to shine, amid toasty oak."
France,Vignerons de Buzet,Bordeaux-style Red Blend,84,13,"This is a fruity wine made to be drunk young. It is soft, with a blackberry stalkiness in the background as well as fresh, spicy acidity. Drink now."
Chile,Creaci_n,Merlot,84,8,"Earthy, rubbery dark-berry aromas feed into a lean palate supported by drawing tannins. Like the nose, this tastes herbal and leafy, with generic berry flavors and a touch of mushroom. The finish is light and short."
France,Chteau Saint-Didier-Parnac,Malbec-Merlot,84,14,"The wine is all structure and solid tannins, with a dry core and an earthy character that mask the red fruits. Let the wine develop a few months for this youthful excess to blow off. Drink from 2016."
Spain,Circe,Verdejo,84,16,"A neutral nose shows generic white-flower notes and yeast. This feels ultra ripe and candied on the palate, while tropical flavors of mango and peach are very ripe and finish plump, with only modest acidity."
France,Chantebelle,Sauvignon Blanc,84,10,"Herbaceous and aromatic with a touch of minerality, this is a crisply light wine. It is bright, cool and ready to drink."
France,Chteau Coutinel,Ros,84,16,An unusual and wonderful blend of grapes has produced a simple and fruity wine. Touches of caramel broaden the crisp red berry fruits and bright acidity. It should be drunk now.
Portugal,Casal do Conde,Merlot,84,,"This is a dense and heavily extracted Merlot that is too powerful for its own good. Concentrated and super-rich, the palate is laden with tannins and toasty wood. The wine will remain over the top."
Spain,Compaia de Vinos del Atlntico,Albario,84,17,"Briny, pickled aromas come with hints of citrus and flower blossom. This fast-aging Albario is melony in feel, but it lacks the variety's patented kick and acidity. As a result, peach and apricot flavors are fleshy and chunky."
US,Gustafson Family,Syrah,87,20,"Reddish-orange in color, this is a high-toned, citrus-laden wine that retains fresh flavors of grapefruit and mandarin orange. It stays crisp and dry on the palate, with just a tiny suggestion of its time in neutral oak. Pomegranate and a tang of sour cherry finish things off."
US,Inception,Chardonnay,87,20,"A dense vanilla-bean character coats a nose of seared white peach and toasted nuts. The palate features thick, ripe fruits, preserved lemon, a touch of walnut and a rocky grip."
Germany,Leonard Kreusch,Riesling,87,16,"Saffron and orange blossoms perfume this intensely ripe, almost honey-slick Kabinett. There's a zesty backbone of tangerine acidity, but the palate is a crush of ruddy yellow peach and nectarine flavors. It's a luscious, forward wine to enjoy young."
US,Lion Ranch,Rhne-style White Blend,87,23,"Deeply yellow in hue, this blend offers thick, ripe and tropically condensed aromas of mango syrup, peach custard, tuberose and dried apples. It's lively on the sip, showing apples, more dried mango, a hint of honey and some nut-based oil flavors."
US,Oso Libre,Rhne-style Red Blend,87,,"This blend of 43% Grenache, 32% Petite Sirah and 25% Syrah shows dense berry aromas along with cherry muffins and violets on the nose. The palate offers interestingly chalky boysenberries and a hint of cocoa dust, but is overwhelmed by a slight sourness and cooked fruit character."
Germany,Peter Nicolay,Riesling,87,20,"Notes dusty mineral permeate through this zesty, lime-scented Riesling. A touch of honey and tangerine lends brightness to the off-dry palate. Light-footed and spry, it finishes moderately long with a murmur of tea tannins. Drink now."
Australia,Shoofly,Pinot Noir,87,14,"Blended from Yarra Valley and King Valley fruit, this light-bodied Pinot Noir is silky in texture, with a lingering finish. Modest red fruit combines with earthier notes of parsnip. Drink now."
US,Silvan Ridge,Pinot Noir,87,20,"Anchored in fig, plum and berry fruit, this is a substantial effort for both the vintage and the price. It will show best with hearty, cold-weather dishes. Hints of cinnamon and chocolate extend the finish."
Germany,Sun Garden,Gew_rztraminer,87,11,"Dried orange rind and citrus blossoms perfume this dry yet honey-touched Gew_rztraminer. Concentrated grapefruit flavor lends surprising intensity on the palate, all the more enjoyable for an extreme value price."
France,Trenel Fils,Chardonnay,87,18,"One of a range of wines under the Homage to Heritage import label, this fruit-driven wine has apple and green plum fruits, sustained by great acidity and a crisp, mineral texture. Drink from 2016."
US,V. Sattui,Sauvignon Blanc,87,28,"Lemon and quince flavors characterize this crisp, dry, 100% varietal wine from a single vineyard site. It was fermented and aged in both stainless steel and oak, in addition to concrete egg. High-toned acidity remains sharp on the palate around a medium build and spicy finish."
Portugal,Wines & Winemakers,Portuguese Red,87,12,"A classic Douro blend of Touriga Nacional, Touriga Franca and Tinta Roriz makes a harmonious wine that has ripe berry fruits and a soft structure. It is a stylish wine with a fresh fruity aftertaste. Drink now."
France,Baron-Fuent,Champagne Blend,87,30,"With a high proportion of Pinot Meunier in the blend, this is ripe, warm and accessible. Fresh apple and ripe pear flavors are cut by grapefruit acidity. The texture is soft, ripe and very ready to drink."
France,Benot Daridan,Ros,87,18,"Made from Pinot Noir, this fresh and light ros is packed with red berries and lively acidity. It is perfumed, dry and very fruity. Drink now."
US,Brophy Clark,Zinfandel,87,26,"Cherry blossoms, strawberries and wet asphalt elements show on the nose of this wine from a property along Vineyard Drive in West Paso. A nice cola zest starts the palate, which lands on cherries and ripe cranberries before fading away."
Italy,Ca' de Lion Ghione,Barbera,87,,"Aromas of raisin, Oriental spice and resin emerge in the glass. The polished but evolved palate offers dried black cherry, mocha, clove and licorice alongside smooth, fleeting tannins. This has seen fresher days so drink soon."
US,Cartlidge & Browne,Merlot,87,13,"Spicy, oaky aromas grab attention, followed by black plum and cherry flavors and a firm structure of tannins and acidity. This is full bodied and rather powerful in both flavor and mouthfeel."
US,Jigar,Red Blend,87,24,"One of the bolder, more tannic red blends, this full-bodied wine has cedar and cinnamon aromas, flavors like boysenberry jam and a nicely gripping texture. Well balanced by firm acidity, it stays lively. The wine is made with 46% Malbec, plus Syrah and Cabernet Sauvignon."
Italy,Rivetti Massimo,Barbera,87,35,"Blackberry, ripe plum, kitchen spice and moist earth aromas lead the nose. The straightforward, easy-drinking, palate offers black cherry, white pepper and a hint of anise alongside lively acidity."
Argentina,Zuccardi,Cabernet Sauvignon,87,15,"Wiry plum and raspberry aromas are jumpy and a touch candied. This feels bulky and grapy, with an obtuse body. Salty lightly herbal plum and berry flavors end with a touch of heat along with herbal leftovers."
US,Belle Ambiance,Red Blend,87,10,"This blends almost-sweet fruit flavors of strawberry and red cherry with savory and spicy notes, making a nicely complex and multi-dimensional, medium-bodied wine. It's smooth and fruity, with no harsh tannins."
Italy,Cantina Terre del Barolo,Nebbiolo,87,25,"This opens with earthy aromas of scorched soil, overripe plum, leather and a funky whiff of farmyard. On the palate, notes of game, clove and sage join raw red cherry offset by bracing tannins."
Argentina,Doa Paula,Malbec,87,15,"Woody and dense at first, this smells bright and fruity as it opens. A solid palate houses lightly toasted flavors of blackberry that turn more peppery and toasty on a fairly oaky finish."
Germany,Gaul,St. Laurent,87,43,"Seductive trails of smoke, cinnamon and char on the nose lead to a palate that's ruddy and rich in black cherry and plum flavors. Supple and plush, it spreads languidly on the palate, finishing with nuanced touches of smoked meat and game."
Spain,Pingao,Tempranillo,87,13,"Harmonious but mild cherry and raspberry aromas are light and nice. This is substantive enough, with rubbery tannins and some chewiness to the palate. Generic flavors of raspberry and red plum finish mellow and easy."
Germany,Gaul,Ros,86,18,"Touches of bramble and smoke meander curiously amid sweet strawberry and cherry in this off-dry ros. While a bit candied on the palate, it's a juicy approachable wine for casual imbibing."
Spain,Vaza,Tempranillo,86,12,"Despite some grit and tar on the nose, this Rioja opens well with spicy cherry and plum aromas. A standard, mild palate is satisfactory, while lightly roasted slightly briny plum and berry flavors end with a hint of saltiness."
Argentina,Cruz Alta,Red Blend,86,27,"Aromas of cardamom and clove as well as heat make for a challenging nose. In the mouth, heavy fruit combined with chippy tannins create a clipped feel. Ripe berry flavors are a bit jumbled, with oaky spice notes stepping up. A flat chunky finish is missing skip in its stride. This is 85% Malbec with Cabernet Sauvignon and Syrah."
Spain,Baron De Ley,Tempranillo Blend,86,30,"Gritty stalky aromas suggest that the original material for this Gran Reserva was not fully ripe. This feels wide chunky and grabby, with harsh tannins. Stalky flavors of herbal raspberry and plum come with oaky vanilla accents and tomatoey spice on the finish."
US,Acacia,Chardonnay,86,45,"Opulently dense, this wine opens nicely in orange blossom and caramel apple, followed by a palate that's somewhat incomplete in fruit-flavor follow-up. Concentrated and full bodied, it packs a powerful punch, ending in oak."
US,Foley,Chardonnay,92,45,"One of the winery's tasty bottlings that are odes to Bill Foley's Texas ranch roots, this offers aromas of crushed chalk, fresh apple blossoms and a ruby-red grapefruit peel tartness. The flavors surround a very clean line of lemon juice and lime pith, with more chalk, ripe apples and brisk nectarine. It's still tight and will age well."
Germany,Fritz Haag,Riesling,92,44,"Lavishly perfumed with hints of honeysuckle, musk melon and pear, this animated Riesling exhilarates the senses. Juicy and fresh with pristine stone-fruit flavor, it glides effortlessly yet endlessly on the palate. Enjoy now for its gorgeous perfume, but save a few bottles through 2020 to let the stately elegance shine through."
US,Gary Farrell,Pinot Noir,92,60,"Silky carpets of cherry grenadine invite one into this vineyard-designate, framed by seductive streaks of herbes de Provence and earthy black tea. Juicy and generous on the palate, the wine is also complex and restrained, its finish wrapped in toasty, subtle oak."
US,Jaffurs,Grenache Blanc,92,27,"This is an exciting wine, simultaneously serious and fun, with a steely minerality and clean nectarine on the nose. The palate is energetic, showing both tight limestone and more deliciously hedonistic notes of Fuji apples and Japanese pear. The acidity kicks expertly throughout."
France,Domaine Barms-Buecher,Gew_rztraminer,92,27,"This medium-sweet wine shows the weight of the clay soils in the vineyard. It's rich, full of spice with a touch of honey as well as lychee and pomegranate. The wine is ready to drink, although it will be better from 2016."
France,Domaine Bott-Geyl,Pinot Gris,92,46,"This is an intensely spicy wine, full of lychee and peppered pineapple flavors. It's rich, also showing a strong mineral texture. Medium sweet in style, it is packed with ripe fruit with a touch of honey. The aftertaste shows a fresher side. Drink from 2016."
US,Domaine de la Cote,Pinot Noir,92,90,"Sashi Moorman and Rajat Parr love to pick early, and it shows with aromas of stewed tomatoes, green olives, green cardamom and Eastern European spices. It's very savory and wakes up the palate with vinegar-laden flavors reminiscent of North African tagines, and would make an excellent extra-spice accompaniment to a wide variety of foods. Expect this wine to grow in complexity and approachability 20182024."
US,Lemelson,Pinot Noir,92,48,"This Dundee Hills vineyard really shines in 2012, with multi-layered flavors of sweet, spicy, slightly candied fruits. Kirsch, orange peel, smoke and sandalwood play against each other, with a citrus kick to the underlying acidity. Bright and focused through a long finish, this is one to tuck away for a few years. Drink 20172025."
US,Liquid Farm,Chardonnay,92,64,"The winery's first full Bien Nacido Vineyard showing hits the nose with aromas of buttered, vanilla-speckled toast, cinnamon and lime peels on the edge. Flavors center on peach flesh set against a lemon-lime zing, with a leathery vanilla finish."
Portugal,Luis Duarte,Portuguese White,92,25,"The blend of Anto Vaz and Verdelho is livened by Viognier that adds extra richness to this structured wine. The wood aging is still showing, meaning the ripe yellow and pineapple fruit flavors need time to show their full glory. It's full and generous, best drunk from 2016."
US,Lumen,Chardonnay,92,25,"Rich aromas of butterscotch, candied apples and hot buttered toast are presented in an appealing, judicious way on the nose of this wine. Meyer lemon and lychee give focus to the palate, which also delivers warm pear and almond flavors."
France,Cave de Turckheim,Riesling,92,57,"This deliciously perfumed wine comes from Brand Grand Cru on slopes above the village of Turckheim. It's fresh, mineral and still crisp and youthful. Its sense of texture and tight steely structure partner with fragrant green fruits and layers of acidity. Drink from 2017."
US,Barnett,Chardonnay,92,35,"This is by no means a shy wine and yet it is deceptively subtle at first, offering fresh lemon and tangerine aromas behind a first whiff of jasmine. With a complexity of briny sea breeze subtlety, it ventures into caramel and oaky nutmeg, remaining balanced and layered all the while. Enjoyable now, this wine will blossom further through 2018."
Italy,Barone di Villagrande,White Blend,92,23,"Very pretty aromas suggest lychee, Spanish broom, Mediterranean brush and a balsamic sensation. The linear palate delivers nectarine, creamy green apple and savory herb while edgy acidity generates a crisp, clean finish. It closes on an energized mineral note."
France,Baumann,Gew_rztraminer,92,28,"Smooth and balanced, this rich wine also shows some of the freshness of this crisp vintage. There is plenty of exotic fruitiness as well as a core of spice. But the ripe and full-bodied aftertaste is easy and warm."
US,Aiken,Cabernet Sauvignon,92,125,"A study in dusty tannins and crisp, classic cassis and cranberry, this wine offers plenty of the beloved herbaceousness of old-school Cabernet, along with a soft-hearted structure and compelling notes of violet and soy. Medium-bodied, it's enjoyable now but has the legs to age through 2026."
Israel,Alexander,Cabernet Franc,92,40,"Dark ruby in the glass, this wine has a bouquet of black cherry, jalapeo and celery root that continually invites you back for another sniff. There is a terrific balance between fruit and savory flavors, which include black currant, cherry, white chocolate, mint and jalapeo. Smooth tannins go on and on until they are finally punctuated by a bright cranberry note."
Italy,Passopisciaro,Nerello Mascalese,92,54,"Juicy red berry, brimstone, leather, licorice, mint and thyme are just some of the aromas and flavors of this powerfully structured wine. Despite the muscular build, it's also loaded with finesse, boasting firm but noble tannins that accompany the layers of savory flavors. Drink 20162022."
Italy,Passopisciaro,Chardonnay,92,44,"Peach blossom, Spanish broom, white flower and mineral aromas create a lovely bouquet. Made entirely with Chardonnay, the savory, creamy palate offers yellow apple, mature pear, nectarine, pastry and mineral alongside fresh acidity. Endowed with depth and balance, this will continue to develop over the next several years. Drink 20152020."
US,Presqu'ile,Sauvignon Blanc,92,22,"The extremely cool-climate Presqu'ile Vineyard delivers an exciting wine, with herb-bomb nose aromas of oregano, thyme, grass and rosemary, with a bit of green apple fruit on the background. There is peppery verve to the palate, where the wine bounces off the tongue with flavors of lime zest, Granny Smith apple and cut grass. It's almost spicy."
US,Sineann,Pinot Noir,92,36,"Pie cherries that carry a good snap of puckery tartness are the principal fruit flavor . The wine is already rounded off, fruity and buoyant, with generous acidity and a tasty sprinkle of baking spices. The persistence and detail are impressive."
US,Tatomer,Riesling,92,25,"Austria-trained, Santa Barbara County-based winemaker Graham Tatomer is causing a Riesling renaissance, thanks to wines like this with aromas of orange blossom, citrus rinds and hints of gasoline. With flavors of toasted nuts, lemon juice, tangerine pith and chalky grip, this is a great canvas for cellar aging to paint a remarkable wine. Drink 20182030."
US,Tenshen,Rhne-style Red Blend,92,25,"Syrah superstar Joey Tensley and vintner-importer Alex Guarachi team up on this fairly priced yet banging and inky black bottle. A slightly reductive nose shows dark spice and creosote, with reluctant blueberry fruit. That funkiness evolves into a seductive, soft and lush palate, with the tar element laced judiciously between elderberry and blueberry fruits."
Argentina,Tomero,Malbec,92,60,"Tobacco, herb, field grass and red berry aromas are fresh and attractive. The palate is gripping, with plenty of length and balance. Raspberry, cassis and herbal, minty flavors finish flush, with a touch of alfalfa and even more raspberry and red currant. Drink through 2018."
